totalScreenTime,socialMediaTime,gamingTime,entertainmentTime,educationTime,productivityTime,numberOfSessions,averageSessionDuration,lateNightUsage,earlyMorningUsage,sevenDayAverage,usageChangePercentage,socialMediaPercentage,gamingPercentage,productivePercentage,riskScore,riskLevel
182.8,72.0,44.4,57.1,7.7,25.0,29,6.3,26,15,209.7,-16.1,39.4,24.3,17.9,56,MODERATE
363.7,132.2,15.0,38.9,17.2,15.9,64,5.7,57,5,364.9,-1.2,36.3,4.1,9.1,74,HIGH
264.1,60.3,28.3,57.2,38.3,22.0,26,10.2,25,16,241.0,18.1,22.8,10.7,22.8,56,MODERATE
510.1,155.7,230.5,145.2,16.2,12.7,84,6.1,120,33,476.1,76.6,30.5,45.2,5.7,85,CRITICAL
525.8,267.1,130.3,75.3,12.4,13.1,83,6.3,135,24,532.6,77.9,50.8,24.8,4.8,86,CRITICAL
129.3,30.6,22.9,0.0,24.0,22.3,27,4.8,1,9,117.5,-7.6,23.7,17.7,35.8,29,LOW
380.4,122.3,15.0,95.4,31.1,20.0,72,5.3,53,25,306.0,36.8,32.1,3.9,13.4,66,HIGH
198.3,63.4,53.2,51.8,6.4,26.5,60,3.3,21,0,185.6,12.0,32.0,26.8,16.6,45,MODERATE
73.5,26.6,12.0,1.8,21.5,5.0,25,2.9,4,10,78.2,-5.7,36.1,16.3,36.0,16,LOW
245.7,59.3,46.8,56.3,43.2,25.6,31,7.9,16,14,271.8,37.7,24.2,19.0,28.0,34,MODERATE
337.4,82.3,100.5,105.2,0.0,11.0,74,4.6,75,19,361.7,18.4,24.4,29.8,3.3,63,HIGH
392.9,115.3,35.5,90.5,3.9,15.1,79,5.0,93,17,332.0,3.7,29.4,9.0,4.8,72,HIGH
160.0,41.4,0.0,22.8,16.9,21.5,25,6.4,0,12,157.0,5.4,25.9,0.0,24.0,26,LOW
164.8,67.9,24.1,57.6,16.7,13.4,20,8.2,24,10,183.3,-16.4,41.2,14.6,18.3,47,MODERATE
91.1,18.4,16.6,26.0,41.8,37.4,17,5.4,6,0,83.8,-11.6,20.2,18.2,86.9,15,LOW
140.2,25.0,9.1,29.2,27.3,21.2,15,9.3,9,7,126.7,-4.1,17.9,6.5,34.6,23,LOW
282.4,167.0,45.6,63.3,37.5,16.7,68,4.2,75,25,290.1,-2.2,59.1,16.1,19.2,63,HIGH
392.7,160.6,61.1,71.3,30.4,17.6,59,6.7,89,21,412.5,5.3,40.9,15.6,12.2,73,HIGH
216.0,48.1,25.2,41.3,14.5,7.3,65,3.3,25,5,204.4,19.7,22.3,11.7,10.1,40,MODERATE
181.9,90.9,8.8,32.5,37.2,12.2,45,4.0,24,10,200.8,20.0,50.0,4.8,27.2,36,MODERATE
491.3,238.0,180.1,114.8,15.0,8.4,95,5.2,116,41,482.0,9.7,48.4,36.7,4.8,83,CRITICAL
392.6,136.9,33.6,20.0,15.3,22.0,57,6.9,43,14,356.3,45.4,34.9,8.6,9.5,79,HIGH
62.6,7.0,12.4,6.5,22.8,19.9,9,7.0,2,3,63.6,8.4,11.1,19.8,68.2,20,LOW
378.7,155.5,91.8,47.1,37.7,24.9,81,4.7,43,31,393.4,11.0,41.1,24.2,16.5,65,HIGH
95.5,16.7,14.4,9.3,43.0,5.0,27,3.5,4,0,94.8,-14.6,17.4,15.1,50.2,28,LOW
338.6,132.8,90.0,56.6,17.4,26.1,94,3.6,75,21,343.0,6.6,39.2,26.6,12.9,67,HIGH
96.8,21.9,1.6,35.1,30.1,5.0,23,4.2,3,9,96.8,9.1,22.6,1.7,36.2,12,LOW
559.3,205.4,56.2,167.0,10.7,19.3,88,6.4,109,46,549.6,53.3,36.7,10.1,5.4,90,CRITICAL
73.5,16.4,20.3,21.8,23.2,24.3,21,3.5,7,13,79.2,12.9,22.3,27.6,64.7,19,LOW
281.0,154.1,64.3,103.6,24.6,22.8,60,4.7,65,29,287.9,16.6,54.8,22.9,16.9,78,HIGH
195.1,88.3,58.3,17.1,45.1,37.3,60,3.3,26,11,202.2,25.6,45.3,29.9,42.2,47,MODERATE
330.7,167.0,36.2,88.5,21.8,21.8,63,5.2,106,10,329.9,39.4,50.5,10.9,13.2,65,HIGH
270.0,58.0,28.2,48.2,56.0,0.0,45,6.0,45,13,303.4,-17.2,21.5,10.4,20.7,32,MODERATE
186.4,55.6,30.8,35.2,0.0,30.8,48,3.9,41,5,185.9,-10.7,29.8,16.5,16.5,43,MODERATE
211.6,67.5,45.0,41.5,44.1,31.7,34,6.2,38,1,198.4,3.3,31.9,21.3,35.8,53,MODERATE
514.3,193.2,40.0,98.7,7.0,9.8,90,5.7,99,10,531.9,29.2,37.6,7.8,3.3,87,CRITICAL
193.5,52.7,42.8,12.9,8.3,25.3,41,4.7,26,27,175.6,6.9,27.2,22.1,17.4,51,MODERATE
49.2,19.7,14.8,4.9,18.9,28.3,16,3.1,4,0,48.7,-1.8,40.0,30.0,96.0,11,LOW
191.7,80.8,23.4,61.9,30.3,17.2,49,3.9,13,17,207.9,8.8,42.1,12.2,24.8,37,MODERATE
97.1,38.8,4.0,31.0,42.4,5.0,15,6.5,2,4,103.9,27.0,40.0,4.1,48.8,26,LOW
83.3,15.9,25.0,12.2,12.9,20.9,25,3.3,5,4,88.3,-26.1,19.1,30.0,40.6,7,LOW
53.5,21.4,16.0,21.4,21.8,33.5,19,2.8,9,9,48.5,-6.2,40.0,30.0,103.5,19,LOW
363.2,154.8,37.2,146.0,14.0,22.3,58,6.3,30,10,299.1,-13.8,42.6,10.2,10.0,65,HIGH
307.9,184.7,89.5,98.3,35.4,1.6,54,5.7,81,11,337.6,11.9,60.0,29.1,12.0,63,HIGH
519.1,249.0,65.4,98.7,22.3,15.0,68,7.6,122,52,552.0,22.6,48.0,12.6,7.2,88,CRITICAL
362.0,120.1,76.2,98.8,13.0,19.2,65,5.6,98,28,346.5,31.4,33.2,21.0,8.9,66,HIGH
438.1,197.0,185.2,133.9,10.5,16.1,105,4.2,141,25,445.9,12.1,45.0,42.3,6.1,98,CRITICAL
482.0,261.4,110.9,102.1,15.5,11.9,102,4.7,185,50,469.3,53.0,54.2,23.0,5.7,91,CRITICAL
337.0,202.2,24.6,41.6,13.6,22.2,64,5.3,55,34,297.5,51.3,60.0,7.3,10.6,70,HIGH
211.4,80.0,61.9,49.0,27.1,0.0,42,5.0,22,17,198.4,-7.8,37.8,29.3,12.8,32,MODERATE
60.9,18.6,18.3,8.2,49.1,34.7,7,8.7,3,0,59.6,9.2,30.6,30.0,137.6,24,LOW
322.8,112.0,100.5,78.9,28.1,0.0,71,4.5,54,6,315.6,16.6,34.7,31.1,8.7,71,HIGH
263.5,66.5,79.5,44.4,26.8,38.0,37,7.1,23,23,267.4,5.3,25.2,30.2,24.6,39,MODERATE
321.3,88.1,40.8,107.1,18.1,18.9,52,6.2,66,9,338.0,-1.3,27.4,12.7,11.5,65,HIGH
227.4,74.3,58.5,31.7,8.5,23.9,37,6.1,11,11,224.1,-6.0,32.7,25.7,14.3,40,MODERATE
186.2,63.5,17.4,65.6,2.9,22.9,49,3.8,26,6,185.6,16.9,34.1,9.3,13.8,34,MODERATE
233.8,76.4,37.4,41.5,48.2,19.4,46,5.1,12,6,258.0,0.7,32.7,16.0,28.9,56,MODERATE
387.3,109.1,78.6,29.1,25.2,16.9,97,4.0,34,33,353.4,-19.5,28.2,20.3,10.9,69,HIGH
397.6,111.7,56.8,39.7,3.9,11.7,73,5.4,80,10,320.2,0.2,28.1,14.3,3.9,68,HIGH
218.8,109.4,36.2,46.2,41.8,25.6,21,10.4,35,0,212.5,-2.5,50.0,16.5,30.8,55,MODERATE
140.7,21.6,0.0,4.2,51.5,5.0,13,10.8,4,3,153.0,5.2,15.4,0.0,40.1,22,LOW
241.3,67.9,60.2,57.4,20.7,17.5,33,7.3,36,8,231.1,-9.4,28.1,24.9,15.9,59,MODERATE
202.8,70.5,57.3,61.9,8.1,28.7,39,5.2,35,20,191.8,28.7,34.8,28.3,18.1,38,MODERATE
329.0,145.4,102.4,98.4,25.3,24.4,70,4.7,71,22,330.5,18.0,44.2,31.1,15.1,77,HIGH
590.2,285.5,105.5,73.2,5.2,0.0,79,7.5,139,31,549.2,22.4,48.4,17.9,0.9,88,CRITICAL
529.5,277.2,150.8,183.2,5.2,5.7,79,6.7,123,30,576.8,-15.9,52.4,28.5,2.1,98,CRITICAL
79.6,21.2,0.4,28.0,35.0,37.2,18,4.4,9,0,76.0,8.1,26.6,0.6,90.6,12,LOW
90.9,36.4,10.2,23.2,28.1,19.5,16,5.7,1,6,87.9,14.9,40.0,11.2,52.3,23,LOW
229.1,44.5,46.0,54.5,35.7,22.3,63,3.6,27,4,260.9,9.5,19.4,20.1,25.3,35,MODERATE
41.9,16.8,12.6,16.8,49.8,12.4,19,2.2,3,5,41.1,-13.2,40.0,30.0,148.5,21,LOW
275.0,165.0,27.3,20.0,35.9,7.9,57,4.8,84,16,295.5,14.0,60.0,9.9,15.9,66,HIGH
109.3,36.9,27.2,43.7,28.7,23.3,7,15.6,10,2,107.8,-7.3,33.8,24.9,47.5,5,LOW
417.4,166.9,77.4,52.2,18.8,19.1,56,7.5,59,18,394.3,19.2,40.0,18.5,9.1,66,HIGH
636.1,278.3,104.1,143.2,0.0,13.8,81,7.9,128,21,650.9,12.5,43.8,16.4,2.2,81,CRITICAL
506.0,283.3,46.2,69.9,16.2,22.5,115,4.4,190,25,536.5,12.1,56.0,9.1,7.7,92,CRITICAL
96.9,18.9,0.0,38.8,27.3,24.8,19,5.1,1,1,96.3,27.3,19.5,0.0,53.8,13,LOW
100.1,5.5,30.0,18.0,35.5,10.0,22,4.6,1,0,107.4,0.4,5.5,30.0,45.4,13,LOW
90.6,15.4,1.2,11.2,24.5,41.5,15,6.0,9,6,90.5,30.3,17.0,1.3,72.9,25,LOW
336.7,153.5,100.6,73.5,28.2,22.0,63,5.3,67,35,308.0,23.3,45.6,29.9,14.9,64,HIGH
89.2,9.7,12.1,12.6,8.3,27.2,27,3.3,7,13,87.2,-5.6,10.8,13.6,39.8,10,LOW
125.7,6.0,27.4,46.8,5.2,29.3,20,6.3,9,0,130.7,-7.2,4.8,21.8,27.4,15,LOW
209.5,32.9,35.6,46.3,33.6,16.1,27,7.8,29,9,208.8,8.1,15.7,17.0,23.7,32,MODERATE
378.5,147.5,107.9,27.5,11.0,15.5,100,3.8,43,5,395.9,-13.8,39.0,28.5,7.0,62,HIGH
187.5,77.4,43.2,56.0,27.3,16.4,40,4.7,28,0,192.9,12.1,41.3,23.0,23.3,59,MODERATE
114.6,14.1,14.8,17.0,18.6,19.9,10,11.5,4,10,110.0,-3.9,12.3,12.9,33.6,10,LOW
515.7,200.9,181.1,110.1,7.6,0.0,106,4.9,83,38,560.1,42.5,39.0,35.1,1.5,98,CRITICAL
256.5,94.7,0.0,44.9,52.3,68.4,50,5.1,17,3,235.1,44.9,36.9,0.0,47.0,52,MODERATE
204.8,50.3,6.2,59.1,27.4,27.6,31,6.6,18,8,190.9,3.2,24.6,3.0,26.8,43,MODERATE
210.1,78.9,21.9,44.3,19.8,28.1,35,6.0,13,6,232.0,14.1,37.6,10.4,22.8,35,MODERATE
102.7,30.7,20.9,0.0,45.5,11.1,25,4.1,6,8,96.7,-4.6,29.9,20.3,55.1,13,LOW
332.6,137.3,61.3,55.3,36.8,27.0,69,4.8,85,5,350.6,-9.0,41.3,18.4,19.2,75,HIGH
173.7,71.1,39.6,56.7,28.1,13.6,49,3.5,6,23,195.5,0.8,40.9,22.8,24.0,51,MODERATE
613.0,169.8,80.5,116.3,9.5,10.3,88,7.0,140,47,660.5,59.7,27.7,13.1,3.2,86,CRITICAL
85.7,19.0,13.3,34.3,22.3,19.8,16,5.4,3,10,88.7,1.0,22.2,15.5,49.0,18,LOW
357.8,145.8,104.0,112.4,33.9,15.5,52,6.9,84,6,287.0,60.8,40.8,29.1,13.8,76,HIGH
191.4,38.3,67.0,60.7,26.0,38.0,40,4.8,32,13,214.7,6.6,20.0,35.0,33.5,33,MODERATE
479.3,282.5,75.8,124.9,16.8,14.4,102,4.7,131,40,448.9,39.6,58.9,15.8,6.5,87,CRITICAL
193.8,68.5,58.1,41.6,15.7,1.9,27,7.2,32,9,196.8,-5.9,35.3,30.0,9.1,33,MODERATE
92.1,31.8,8.4,19.4,35.7,57.4,26,3.5,0,0,86.4,-21.5,34.5,9.1,101.0,11,LOW
215.6,69.5,22.3,84.4,20.3,0.0,52,4.1,20,9,218.0,-4.8,32.3,10.3,9.4,51,MODERATE
401.8,97.7,64.9,64.1,30.3,0.0,95,4.2,62,29,367.3,16.7,24.3,16.1,7.5,71,HIGH
68.1,27.2,10.4,27.2,36.6,14.1,18,3.8,2,2,65.2,2.4,40.0,15.3,74.4,6,LOW
317.2,116.9,74.8,56.7,45.0,7.4,89,3.6,69,28,301.3,34.4,36.8,23.6,16.5,68,HIGH
64.1,17.9,14.7,23.4,12.9,25.1,16,4.0,3,4,70.1,-5.2,27.9,23.0,59.2,5,LOW
81.4,32.6,0.0,0.0,6.4,5.9,21,3.9,1,0,83.8,-9.3,40.0,0.0,15.1,15,LOW
116.3,21.6,26.5,17.0,20.2,33.3,17,6.8,2,11,118.3,11.5,18.5,22.8,46.0,13,LOW
45.9,18.0,0.0,14.9,32.5,9.3,8,5.7,1,5,46.7,9.8,39.1,0.0,91.3,22,LOW
455.0,244.9,92.0,117.0,10.3,0.9,75,6.1,133,22,491.5,61.5,53.8,20.2,2.5,87,CRITICAL
131.0,3.8,4.7,22.0,26.3,25.9,32,4.1,9,6,123.2,-4.9,2.9,3.6,39.8,9,LOW
396.6,162.6,140.4,93.3,32.5,18.4,56,7.1,47,21,366.3,13.3,41.0,35.4,12.8,68,HIGH
227.9,46.0,13.1,52.9,20.5,1.4,53,4.3,38,24,245.5,8.4,20.2,5.7,9.6,49,MODERATE
105.0,27.0,23.4,24.4,18.1,32.9,11,9.5,3,6,99.3,2.3,25.7,22.3,48.6,15,LOW
192.3,62.6,1.6,54.7,13.4,26.5,35,5.5,9,5,183.9,9.1,32.5,0.8,20.8,39,MODERATE
93.3,10.5,8.5,20.6,12.1,15.4,28,3.3,1,2,96.7,6.4,11.2,9.1,29.4,16,LOW
160.0,17.0,18.2,16.9,44.1,10.3,18,8.9,5,2,163.2,13.5,10.6,11.4,34.0,20,LOW
372.9,223.8,28.7,36.0,9.3,19.2,52,7.2,49,26,341.3,-9.3,60.0,7.7,7.6,65,HIGH
488.9,250.3,130.3,136.1,18.5,15.8,138,3.5,95,23,447.0,37.0,51.2,26.7,7.0,84,CRITICAL
400.6,109.3,102.8,58.5,22.0,20.3,70,5.7,78,23,344.8,35.2,27.3,25.7,10.5,72,HIGH
175.0,24.7,34.9,29.0,69.4,22.5,57,3.1,3,7,199.6,6.7,14.1,20.0,52.5,51,MODERATE
82.9,22.0,13.3,27.2,45.6,24.3,29,2.9,0,0,79.4,3.8,26.6,16.1,84.4,10,LOW
191.4,26.7,62.2,40.1,23.4,24.2,49,3.9,26,30,172.0,13.2,13.9,32.5,24.9,38,MODERATE
301.9,173.1,103.8,30.4,17.8,7.4,74,4.1,57,18,298.7,9.0,57.3,34.4,8.3,78,HIGH
430.0,177.3,83.6,126.0,18.2,12.2,74,5.8,111,33,394.4,21.4,41.2,19.4,7.1,89,CRITICAL
211.0,86.8,48.7,83.4,32.3,14.6,39,5.4,26,20,227.5,-21.4,41.1,23.1,22.3,46,MODERATE
85.4,2.2,25.6,12.6,56.7,28.2,20,4.3,2,6,78.0,-7.5,2.6,30.0,99.5,12,LOW
547.3,261.0,101.1,156.6,0.0,7.5,94,5.8,161,10,469.2,1.5,47.7,18.5,1.4,95,CRITICAL
126.1,37.6,10.3,12.0,40.1,6.3,9,14.0,3,3,127.5,-10.2,29.8,8.2,36.7,17,LOW
557.8,253.8,50.0,80.9,15.3,0.0,104,5.4,78,19,604.1,-7.3,45.5,9.0,2.7,96,CRITICAL
22.3,8.9,4.6,0.4,6.4,21.3,30,0.7,7,6,20.8,-5.5,40.0,20.7,124.3,14,LOW
314.4,139.6,99.8,75.0,3.3,16.6,55,5.7,87,26,268.3,11.1,44.4,31.8,6.3,71,HIGH
193.5,66.1,58.9,42.0,28.7,51.7,52,3.7,28,27,197.0,13.8,34.1,30.5,41.5,41,MODERATE
237.0,52.8,73.6,39.9,32.2,4.6,45,5.3,0,17,226.7,18.0,22.3,31.0,15.5,51,MODERATE
158.2,79.1,0.0,44.9,26.9,58.6,20,7.9,11,10,145.1,1.4,50.0,0.0,54.1,58,MODERATE
228.2,59.4,10.1,53.2,37.9,0.0,31,7.4,13,12,194.9,-9.5,26.0,4.4,16.6,43,MODERATE
304.4,182.7,104.9,82.6,13.4,2.4,69,4.4,38,5,305.0,17.5,60.0,34.4,5.2,64,HIGH
126.8,26.8,14.6,20.8,5.0,23.1,23,5.5,4,6,125.7,3.7,21.2,11.5,22.1,16,LOW
196.7,69.8,36.1,38.8,33.7,40.8,41,4.8,21,20,177.4,22.3,35.5,18.4,37.9,32,MODERATE
384.1,128.9,34.8,70.6,3.6,15.2,63,6.1,30,25,372.1,14.0,33.5,9.1,4.9,77,HIGH
257.6,86.1,29.2,14.2,51.1,45.6,33,7.8,33,9,270.7,32.0,33.4,11.3,37.5,44,MODERATE
386.5,182.5,68.4,113.0,0.0,36.8,78,5.0,67,11,401.6,8.4,47.2,17.7,9.5,76,HIGH
188.4,66.4,28.2,48.4,43.2,37.6,57,3.3,32,13,167.9,-2.8,35.3,14.9,42.9,41,MODERATE
408.6,142.1,115.7,74.8,24.1,17.7,60,6.8,59,33,369.7,-32.9,34.8,28.3,10.2,66,HIGH
206.6,36.1,69.9,26.2,9.6,21.8,30,6.9,21,17,197.6,22.9,17.5,33.8,15.2,56,MODERATE
357.2,156.5,127.5,102.4,37.3,20.9,53,6.7,67,25,373.7,33.5,43.8,35.7,16.3,65,HIGH
242.5,97.3,40.5,29.7,4.5,40.6,20,12.1,17,10,277.5,3.7,40.1,16.7,18.6,49,MODERATE
483.9,284.7,122.8,77.4,2.3,19.2,119,4.1,154,32,507.1,65.7,58.8,25.4,4.4,81,CRITICAL
132.2,24.4,6.7,33.1,31.5,11.5,27,4.9,14,7,134.4,-30.4,18.5,5.1,32.5,28,LOW
212.8,79.8,31.1,56.0,15.6,0.0,48,4.4,42,4,192.4,27.0,37.5,14.6,7.4,46,MODERATE
185.0,66.9,31.8,60.6,6.3,12.2,22,8.4,18,21,203.6,-4.1,36.2,17.2,10.0,40,MODERATE
31.8,12.7,9.5,6.2,30.8,17.5,34,0.9,2,12,28.9,-0.9,40.0,30.0,152.2,7,LOW
204.5,76.9,51.1,77.4,44.8,26.0,26,7.9,23,14,203.2,17.8,37.6,25.0,34.6,54,MODERATE
35.5,14.2,10.7,14.2,15.2,5.0,22,1.6,7,12,33.1,-18.8,40.0,30.0,56.8,10,LOW
506.3,225.3,194.6,83.0,0.0,9.9,122,4.1,132,39,550.9,46.8,44.5,38.4,2.0,91,CRITICAL
275.0,146.6,65.8,89.7,13.7,10.3,67,4.1,32,21,275.2,-23.0,53.3,23.9,8.7,75,HIGH
222.5,93.4,53.0,26.8,27.2,25.5,43,5.2,32,15,216.8,-47.9,42.0,23.8,23.7,44,MODERATE
190.1,53.2,19.9,76.0,29.8,24.5,48,4.0,28,0,194.6,-6.6,28.0,10.4,28.5,38,MODERATE
233.6,101.0,26.7,53.1,15.5,37.7,52,4.5,45,15,256.8,18.0,43.2,11.4,22.7,37,MODERATE
93.0,18.1,10.2,28.4,17.2,18.9,37,2.5,4,0,89.9,-8.1,19.4,11.0,38.9,14,LOW
544.4,192.3,132.9,124.5,9.5,0.6,101,5.4,131,33,497.6,38.0,35.3,24.4,1.9,81,CRITICAL
270.0,76.4,23.7,52.0,56.7,52.4,35,7.7,25,0,270.6,19.8,28.3,8.8,40.4,53,MODERATE
106.8,23.8,0.0,10.9,23.1,11.4,15,7.1,3,0,96.9,2.4,22.3,0.0,32.3,6,LOW
228.9,61.2,59.6,39.8,25.5,34.9,40,5.7,23,0,252.2,5.3,26.8,26.0,26.4,34,MODERATE
385.1,178.4,49.5,84.4,28.4,11.9,93,4.1,48,21,322.7,-9.5,46.3,12.9,10.5,71,HIGH
94.6,8.3,12.7,18.1,24.0,5.0,25,3.8,1,1,89.7,13.5,8.8,13.4,30.7,9,LOW
560.5,278.1,133.4,80.0,2.3,2.7,102,5.5,75,31,518.2,63.2,49.6,23.8,0.9,96,CRITICAL
238.0,73.7,29.2,77.0,53.3,39.0,20,11.9,40,18,248.3,41.1,31.0,12.3,38.8,49,MODERATE
168.9,64.9,56.4,67.6,28.0,25.6,65,2.6,35,7,157.6,-6.1,38.4,33.4,31.8,51,MODERATE
106.9,12.7,4.4,32.6,10.8,10.1,24,4.5,0,1,106.4,-16.2,11.9,4.1,19.6,6,LOW
565.4,213.6,146.2,182.6,18.8,7.2,66,8.6,136,41,482.4,8.8,37.8,25.9,4.6,97,CRITICAL
459.4,193.1,166.3,192.3,0.0,10.4,91,5.0,173,33,422.9,27.8,42.0,36.2,2.3,88,CRITICAL
214.8,76.3,43.0,27.7,0.0,30.2,40,5.4,15,18,208.0,4.2,35.5,20.0,14.1,43,MODERATE
321.4,110.2,43.4,59.0,17.2,28.4,69,4.7,74,21,352.9,-6.5,34.3,13.5,14.2,72,HIGH
102.5,21.7,10.4,34.5,24.7,40.1,20,5.1,0,9,95.7,-10.9,21.2,10.1,63.2,13,LOW
270.0,65.7,67.7,21.6,6.4,8.2,56,4.8,43,5,259.4,-3.3,24.3,25.1,5.4,43,MODERATE
206.6,67.6,29.4,41.6,6.2,30.3,49,4.2,27,20,215.6,8.6,32.7,14.2,17.7,58,MODERATE
538.7,247.7,141.3,202.9,11.3,0.8,99,5.4,133,49,486.6,23.1,46.0,26.2,2.3,88,CRITICAL
326.6,100.8,57.6,47.9,31.0,23.1,50,6.5,50,16,329.4,16.4,30.9,17.6,16.6,76,HIGH
92.1,26.8,7.4,22.5,48.0,10.7,29,3.2,1,12,89.9,3.6,29.1,8.0,63.6,17,LOW
251.5,72.9,20.0,66.3,30.3,25.6,27,9.3,10,5,222.7,5.8,29.0,8.0,22.2,36,MODERATE
574.2,216.8,125.1,113.7,0.0,13.7,65,8.8,91,25,540.0,-20.8,37.7,21.8,2.4,81,CRITICAL
355.1,139.3,113.9,80.2,12.0,26.5,76,4.7,48,16,343.2,10.7,39.2,32.1,10.8,77,HIGH
381.7,129.2,65.2,97.9,18.1,20.0,76,5.0,56,18,312.2,23.3,33.8,17.1,10.0,63,HIGH
366.8,163.9,74.2,94.6,25.7,13.3,87,4.2,69,16,397.5,71.8,44.7,20.2,10.6,67,HIGH
347.0,152.4,138.8,42.5,11.4,34.4,58,6.0,72,30,370.2,28.7,43.9,40.0,13.2,72,HIGH
113.2,27.2,12.7,0.0,9.1,23.9,5,22.6,14,8,106.0,0.8,24.1,11.2,29.1,23,LOW
91.4,29.2,5.1,18.2,22.0,22.2,22,4.2,0,7,92.6,-11.3,31.9,5.6,48.4,26,LOW
516.5,236.2,106.3,125.2,0.0,3.1,128,4.0,83,55,488.4,-7.2,45.7,20.6,0.6,86,CRITICAL
347.6,174.3,105.9,108.5,24.3,26.2,94,3.7,75,12,289.5,30.8,50.2,30.5,14.5,63,HIGH
111.7,6.5,11.4,23.6,33.0,37.9,16,7.0,7,12,108.8,9.8,5.8,10.2,63.5,15,LOW
326.2,186.9,129.2,80.1,13.7,10.3,87,3.7,90,34,308.1,17.3,57.3,39.6,7.3,77,HIGH
376.6,112.6,15.0,80.3,24.2,16.2,68,5.5,82,15,319.0,11.9,29.9,4.0,10.7,71,HIGH
368.2,106.4,89.0,78.4,35.2,26.1,76,4.8,31,19,305.3,5.7,28.9,24.2,16.6,75,HIGH
70.9,1.8,0.0,4.8,11.7,18.1,11,6.4,3,6,63.9,13.7,2.6,0.0,42.0,17,LOW
114.9,13.7,14.9,10.1,39.0,9.9,19,6.0,1,2,118.3,5.0,11.9,13.0,42.6,27,LOW
364.4,108.4,55.2,108.1,28.9,37.8,70,5.2,52,20,336.8,14.7,29.8,15.2,18.3,62,HIGH
637.3,232.0,72.6,93.8,16.2,0.0,107,6.0,99,10,670.3,3.5,36.4,11.4,2.5,90,CRITICAL
98.4,27.8,10.5,10.4,44.5,8.2,9,10.9,7,0,92.0,6.4,28.3,10.6,53.6,7,LOW
374.1,144.9,67.5,78.4,11.0,12.3,88,4.3,105,35,405.6,-11.1,38.7,18.1,6.2,65,HIGH
379.1,148.3,47.9,74.4,25.1,3.5,65,5.8,48,30,315.8,5.9,39.1,12.6,7.5,74,HIGH
393.9,167.1,33.0,22.0,12.5,0.0,65,6.1,110,5,426.8,13.9,42.4,8.4,3.2,75,HIGH
135.2,41.2,28.5,37.3,29.4,20.4,26,5.2,10,8,127.5,-0.4,30.5,21.1,36.8,17,LOW
44.6,0.0,13.4,17.8,21.6,36.7,25,1.8,3,13,41.8,-19.4,0.0,30.0,130.8,27,LOW
206.4,37.3,54.0,73.7,43.5,22.5,54,3.8,45,12,225.2,-18.6,18.1,26.2,32.0,38,MODERATE
225.4,103.4,42.4,36.5,8.6,11.4,47,4.8,34,14,241.7,19.4,45.9,18.8,8.9,55,MODERATE
150.0,75.0,36.7,52.8,17.0,44.1,27,5.6,31,18,151.0,-12.5,50.0,24.5,40.8,51,MODERATE
444.4,176.6,128.4,141.6,26.6,9.8,97,4.6,131,54,481.7,88.6,39.7,28.9,8.2,87,CRITICAL
51.4,20.6,2.8,20.6,40.2,5.0,17,3.0,1,10,50.2,-0.5,40.0,5.4,87.9,23,LOW
205.5,87.2,43.3,21.6,27.9,55.3,43,4.8,18,15,225.8,18.7,42.5,21.1,40.5,37,MODERATE
109.6,13.1,32.9,0.1,20.7,21.0,33,3.3,1,8,106.2,-1.5,11.9,30.0,38.1,6,LOW
141.4,27.7,11.5,0.7,21.1,16.0,27,5.2,3,7,131.6,8.1,19.6,8.2,26.2,23,LOW
339.7,124.8,59.5,114.0,13.5,14.6,79,4.3,36,11,273.9,1.8,36.7,17.5,8.3,72,HIGH
372.8,140.8,82.5,54.4,33.4,29.1,69,5.4,69,10,342.0,-11.7,37.8,22.1,16.8,62,HIGH
71.6,12.1,3.8,28.6,33.0,23.7,11,6.5,13,8,68.2,-11.7,16.9,5.3,79.1,8,LOW
330.0,198.0,60.8,99.0,36.7,31.9,59,5.6,47,19,273.1,-10.6,60.0,18.4,20.8,78,HIGH
81.7,28.9,24.5,32.7,16.6,35.2,21,3.9,4,7,80.3,16.2,35.4,30.0,63.5,28,LOW
169.5,48.2,42.4,45.2,25.4,11.3,60,2.8,11,14,193.5,-3.8,28.5,25.0,21.7,47,MODERATE
307.5,184.5,51.8,129.9,16.2,28.4,45,6.8,41,17,311.1,-26.7,60.0,16.8,14.5,78,HIGH
89.5,5.3,16.2,23.8,27.0,16.0,11,8.1,4,10,87.9,16.6,6.0,18.1,48.0,17,LOW
176.1,88.1,48.0,48.8,27.3,21.3,56,3.1,16,16,152.6,-1.3,50.0,27.3,27.6,58,MODERATE
489.9,220.4,189.9,66.5,5.6,2.5,119,4.1,189,36,534.7,37.8,45.0,38.8,1.7,91,CRITICAL
199.9,53.5,69.5,74.3,38.3,44.9,51,3.9,24,0,179.6,0.3,26.8,34.8,41.6,43,MODERATE
120.4,20.2,0.1,0.0,43.9,27.4,20,6.0,1,2,116.7,-5.2,16.7,0.1,59.2,13,LOW
229.7,60.0,10.3,43.4,40.9,22.8,32,7.2,19,11,208.0,-29.7,26.1,4.5,27.7,45,MODERATE
104.2,21.2,24.2,25.8,31.3,27.3,36,2.9,0,0,107.8,6.7,20.4,23.2,56.2,10,LOW
214.8,64.6,75.2,31.7,19.9,35.4,34,6.3,18,3,199.2,13.8,30.1,35.0,25.7,56,MODERATE
